lesson,type,promptEN,promptTE,A,B,C,D,correct,feedbackEN,feedbackTE
4,mcq,What is the V3 of 'sing'?,sing' యొక్క V3 ఏమిటి?,sing,sang,sung,singed,C,sung' is the V3 (past participle) form.,sung' V3 (పాస్ట్ పార్టిసిపుల్) ఫారం.
4,mcq,What is the V2 form of 'come'?,come' యొక్క V2 ఫారం ఏమిటి?,come,comed,came,coming,C,came' is the V2 (simple past) form.,came' V2 (సింపుల్ పాస్ట్) ఫారం.
4,mcq,What is the V3 form of 'come'?,come' యొక్క V3 ఫారం ఏమిటి?,come,comed,came,coming,A,come' is the V3 form. It is the same as the V1 form.,come' V3 ఫారం. ఇది V1 ఫారం వలె ఉంటుంది.
4,mcq,What is the V2 form of 'run'?,run' యొక్క V2 ఫారం ఏమిటి?,run,ran,runned,running,B,ran' is the V2 (simple past) form.,ran' V2 (సింపుల్ పాస్ట్) ఫారం.
4,mcq,What is the V2 of 'drink'?,drink' యొక్క V2 ఏమిటి?,drink,drank,drunk,drinked,B,drank' is the V2 (simple past) form.,drank' V2 (సింపుల్ పాస్ట్) ఫారం.
4,mcq,What is the V3 of 'drink'?,drink' యొక్క V3 ఏమిటి?,drink,drank,drunk,drinked,C,drunk' is the V3 (past participle) form.,drunk' V3 (పాస్ట్ పార్టిసిపుల్) ఫారం.
4,mcq,I ____ that book last year. (Pronounced 'red'),నేను ఆ పుస్తకాన్ని గత సంవత్సరం ____. ('red' అని ఉచ్ఛరించబడింది),read,reads,readed,reading,A,last year' indicates past tense. We use the V2 form 'read' (pronounced 'red').,last year' పాస్ట్ టెన్స్ ను సూచిస్తుంది. మేము V2 ఫారం 'read' ('red' అని ఉచ్ఛరించబడింది) ఉపయోగిస్తాము.
4,mcq,What is the V2 of 'know'?,know' యొక్క V2 ఏమిటి?,knowed,knew,known,know,B,knew' is the V2 (simple past) form.,knew' V2 (సింపుల్ పాస్ట్) ఫారం.
4,mcq,What is the V3 of 'know'?,know' యొక్క V3 ఏమిటి?,knowed,knew,known,know,C,known' is the V3 (past participle) form.,known' V3 (పాస్ట్ పార్టిసిపుల్) ఫారం.
5,mcq,I ____ (work) in an office.,నేను ఒక కార్యాలయంలో (work).,work,works,working,worked,A,Use the base form (V1) 'work' with the subject 'I'.,I' సబ్జెక్ట్‌తో బేస్ ఫారం (V1) 'work' ఉపయోగించండి.
5,mcq,You ____ (speak) English very well.,మీరు చాలా బాగా ఇంగ్లీష్ (speak).,speak,speaks,speaking,spoke,A,Use the base form (V1) 'speak' with the subject 'You'.,You' సబ్జెక్ట్‌తో బేస్ ఫారం (V1) 'speak' ఉపయోగించండి.
5,mcq,We ____ (play) cricket on weekends.,మేము వారాంతాల్లో క్రికెట్ (play).,play,plays,playing,played,A,Use the base form (V1) 'play' with the subject 'We'.,We' సబ్జెక్ట్‌తో బేస్ ఫారం (V1) 'play' ఉపయోగించండి.
5,mcq,They ____ (live) in Mumbai.,వారు ముంబైలో (live).,live,lives,living,lived,A,Use the base form (V1) 'live' with the subject 'They'.,They' సబ్జెక్ట్‌తో బేస్ ఫారం (V1) 'live' ఉపయోగించండి.
5,mcq,I ____ (read) the newspaper every morning.,నేను ప్రతి ఉదయం వార్తాపత్రిక (read).,read,reads,reading,readed,A,This is a daily routine. Use the base form 'read' with 'I'.,ఇది రోజువారీ దినచర్య. 'I'తో బేస్ ఫారం 'read' ఉపయోగించండి.
5,mcq,He ____ (read) books in his free time.,అతను ఖాళీ సమయంలో పుస్తకాలు (read).,read,reads,reading,readed,B,This is a habit. Use the '-s' form 'reads' with 'He'.,ఇది ఒక అలవాటు. 'He'తో '-s' ఫారం 'reads' ఉపయోగించండి.
5,mcq,We use the Simple Present Tense to talk about...,మనం సింపుల్ ప్రెజెంట్ టెన్స్‌ను ... గురించి మాట్లాడటానికి ఉపయోగిస్తాము.,Actions completed in the past,Actions happening right now,Habits and general truths,Actions in the future,C,The Simple Present Tense is used for habits (I wake up early) and facts (The sun rises).,సింపుల్ ప్రెజెంట్ టెన్స్ అలవాట్లు (నేను త్వరగా లేస్తాను) మరియు వాస్తవాలు (సూర్యుడు ఉదయిస్తాడు) కోసం ఉపయోగించబడుతుంది.
5,mcq,Which sentence describes a GENERAL TRUTH?,ఏ వాక్యం సాధారణ సత్యాన్ని వివరిస్తుంది?,He is playing now.,He played yesterday.,The Earth moves around the Sun.,He will play tomorrow.,C,This is a scientific fact. 'The Earth' (It) uses the '-s' form 'moves'.,ఇది ఒక శాస్త్రీయ వాస్తవం. 'The Earth' (It) '-s' ఫారం 'moves'ను ఉపయోగిస్తుంది.
5,mcq,I ____ (always / wake up) early.,నేను (always / wake up) త్వరగా.,always wake up,am always waking up,always wakes up,always waked up,A,Always' is an adverb of frequency used with the Simple Present. Use 'wake up' with 'I'.,Always' అనేది సింపుల్ ప్రెజెంట్‌తో ఉపయోగించే ఒక ఫ్రీక్వెన్సీ అడ్వెర్బ్. 'I'తో 'wake up' ఉపయోగించండి.
5,mcq,He ____ (never / tell) lies.,అతను (never / tell) అబద్ధాలు.,never tell,never tells,is never telling,never telled,B,Never' indicates a habit. Use the '-s' form 'tells' with 'He'.,Never' ఒక అలవాటును సూచిస్తుంది. 'He'తో '-s' ఫారం 'tells' ఉపయోగించండి.
5,mcq,They ____ (often / visit) us.,వారు మమ్మల్ని (often / visit).,often visit,often visits,are often visiting,often visited,A,Often' indicates a habit. Use the base form 'visit' with 'They'.,Often' ఒక అలవాటును సూచిస్తుంది. 'They'తో బేస్ ఫారం 'visit' ఉపయోగించండి.
5,mcq,She ____ (usually / drink) coffee in the morning.,ఆమె ఉదయం (usually / drink) కాఫీ.,usually drink,usually drinks,is usually drinking,usually drank,B,Usually' indicates a habit. Use the '-s' form 'drinks' with 'She'.,Usually' ఒక అలవాటును సూచిస్తుంది. 'She'తో '-s' ఫారం 'drinks' ఉపయోగించండి.
5,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,I works here.,I work here.,I working here.,I am work here.,B,The correct structure for 'I' is Subject + V1 (base form).,I' కోసం సరైన నిర్మాణం Subject + V1 (బేస్ ఫారం).
5,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,He live in Chennai.,He living in Chennai.,He lives in Chennai.,He is live in Chennai.,C,The correct structure for 'He' is Subject + V1 + s/es. 'lives' is correct.,He' కోసం సరైన నిర్మాణం Subject + V1 + s/es. 'lives' సరైనది.
5,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,They plays football.,They play football.,They are play football.,They playing football.,B,The correct structure for 'They' is Subject + V1 (base form). 'play' is correct.,They' కోసం సరైన నిర్మాణం Subject + V1 (బేస్ ఫారం). 'play' సరైనది.
5,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,She go to school.,She going to school.,She goes to school.,She is go to school.,C,The correct structure for 'She' is Subject + V1 + s/es. 'goes' is correct.,She' కోసం సరైన నిర్మాణం Subject + V1 + s/es. 'goes' సరైనది.
5,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,We studies English.,We study English.,We studying English.,We are study English.,B,The correct structure for 'We' is Subject + V1 (base form). 'study' is correct.,We' కోసం సరైన నిర్మాణం Subject + V1 (బేస్ ఫారం). 'study' సరైనది.
